min_len_km,rank,support,length_km,n_cells,cluster_size,members_with_run,subroute
10,33,222,12.636,36,6,4,8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cfffff>8939220e01bffff>8939220e003ffff>8939220e007ffff>8939220e03bffff>8939220e033ffff>8939220e037ffff>8939220e1cbffff>8939220e1cfffff>8939220e157ffff>8939220e10bffff>8939220e103ffff>8939220e107ffff
10,34,210,10.881,31,8,5,8939220e2d7ffff>8939220e28bffff>8939220e213ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cfffff>8939220e01bffff>8939220e003ffff>8939220e007ffff>8939220e03bffff>8939220e033ffff>8939220e037ffff>8939220e1cbffff>8939220e1cfffff>8939220e157ffff>8939220e10bffff>8939220e10fffff>8939220e13bffff>8939220e12bffff>8939220e123ffff>8939220e12fffff>8939220e127ffff>8939220ec5bffff>8939220ec53ffff>8939220ec43ffff>8939220ec47ffff>8939220ec7bffff
10,35,197,11.287,32,6,5,8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4bffff>89392200a4fffff>89392200a43ffff>89392200a57ffff>89392200a1bffff>89392200ac7ffff
10,36,193,10.485,30,6,4,8939220f5cfffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cfffff>8939220e01bffff>8939220e003ffff>8939220e007ffff>8939220e03bffff>8939220e033ffff>8939220e037ffff>8939220e1cbffff>8939220e1cfffff>8939220e157ffff>8939220e10bffff
10,37,191,10.509,30,7,5,8939220f1b3ffff>8939220f1b7ffff>8939220e24fffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff
10,38,186,10.223,29,5,3,89392201c27ffff>89392201d53ffff>89392201d5bffff>89392201d43ffff>89392201d4bffff>893922018b3ffff>893922018a3ffff>893922018abffff>89392201833ffff>8939220183bffff>8939220180fffff>89392201873ffff>8939220180bffff>89392201847ffff>89392201843ffff>8939220184bffff>89392201a87ffff>89392201a8fffff>89392201a17ffff>89392201a07ffff>89392201a3bffff>89392201a2bffff>8939220f493ffff>8939220f483ffff>8939220f48fffff>8939220f417ffff>8939220f407ffff>8939220f43bffff>8939220f423ffff
10,39,184,13.81,39,4,3,8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e08bffff>8939220e08fffff>8939220e083ffff>8939220e087ffff>8939220e097ffff>8939220e54bffff>8939220e543ffff>8939220e557ffff>8939220e51bffff>8939220e513ffff>8939220e58fffff>8939220e5bbffff>8939220e587ffff>8939220e5b3ffff>8939220564fffff>89392205647ffff>89392205673ffff>8939220560fffff>8939220560bffff>8939220561bffff>89392205657ffff>893922056cfffff>89392205653ffff>893922056cbffff
10,40,179,13.834,39,3,2,8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4bffff>89392200a4fffff>89392200a43ffff>89392200a57ffff>89392200a1bffff>89392200ac7ffff>89392200a8bffff>89392200a8fffff>89392200a83ffff>89392200a87ffff>8939220084bffff>89392200843ffff
10,41,157,10.161,29,8,5,8939220f537ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e26bffff>8939220c4d3ffff>8939220c4dbffff>8939220f137ffff>8939220f123ffff>8939220f127ffff>8939220f12fffff>8939220c697ffff>8939220c693ffff>8939220c683ffff>8939220c69bffff>8939220c68bffff>8939220c6c7ffff>8939220c6cfffff>8939220c653ffff>8939220c6cbffff>8939220f327ffff>8939220f323ffff>8939220f32bffff>8939220f377ffff>8939220f373ffff
10,42,142,11.223,32,4,4,8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cfffff>8939220e01bffff>8939220e003ffff>8939220e007ffff>8939220e03bffff>8939220e033ffff>8939220e037ffff>8939220e1cbffff>8939220e1cfffff>8939220e157ffff>8939220e10bffff>8939220e103ffff>8939220e107ffff>8939220e103ffff>8939220e113ffff>8939220e11bffff>8939220e1c7ffff
10,43,140,12.717,36,6,4,8939220e66fffff>8939220e2d7ffff>8939220e28bffff>8939220e213ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e08bffff>8939220e08fffff>8939220e083ffff>8939220e087ffff>8939220e097ffff>8939220e54bffff>8939220e543ffff>8939220e557ffff>8939220e51bffff>8939220e513ffff>8939220e58fffff>8939220e5bbffff>8939220e587ffff>8939220e5b3ffff>8939220564fffff>89392205647ffff>89392205673ffff>8939220560fffff>8939220563bffff>8939220562bffff>8939220562fffff>89392205297ffff>89392205287ffff
10,44,139,14.932,42,5,3,8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4bffff>89392200a4fffff>89392200a43ffff>89392200a57ffff>89392200a1bffff>89392200ac7ffff>89392200a8bffff>89392200a8fffff>89392200a83ffff>89392200a87ffff>8939220084bffff>89392200843ffff>89392200857ffff>8939220081bffff>89392200813ffff>8939220088fffff>89392200883ffff>89392200887ffff>89392200d4bffff
10,45,137,13.85,39,3,2,8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>89392201843ffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
10,46,134,10.529,30,5,3,8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a8bffff>89392201ac7ffff>89392201ac3ffff>89392201acbffff>8939220ad37ffff>8939220adafffff>8939220ad33ffff>8939220adabffff
10,47,131,10.207,29,5,4,8939220f5cfffff>8939220f5c7ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4fffff>89392200a4bffff>89392200a43ffff>89392200a5bffff>89392201d27ffff>89392200acbffff>89392200adbffff>89392201da7ffff
10,48,128,12.335,35,6,4,8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e08bffff>8939220e08fffff>8939220e083ffff>8939220e087ffff>8939220e097ffff>8939220e54bffff>8939220e543ffff>8939220e557ffff>8939220e51bffff>8939220e513ffff>8939220e58fffff>8939220e5bbffff>8939220e587ffff>8939220e5b3ffff>8939220564fffff>89392205647ffff>89392205673ffff>8939220560fffff>8939220563bffff>8939220562bffff>8939220562fffff>89392205297ffff>89392205287ffff>893922052b3ffff>893922052b7ffff
10,49,125,13.107,37,4,3,8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4fffff>89392200a4bffff>89392200a43ffff>89392200a5bffff>89392201d27ffff>89392200acbffff
10,50,125,11.232,32,8,5,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c68bffff>8939220c69bffff>8939220f16fffff>8939220c6d3ffff>8939220f3a7ffff>8939220f3a3ffff>8939220f3b3ffff>8939220f387ffff>8939220f397ffff>8939220f383ffff>8939220f393ffff>8939220f067ffff>8939220f063ffff>8939220f073ffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0cbffff>8939220f0dbffff>8939220f6afffff>8939220f6abffff>8939220f617ffff>8939220f68fffff>8939220f613ffff>8939220f68bffff>8939220f6d7ffff>8939220f6d3ffff>8939220a96bffff>8939220abb7ffff
10,51,123,13.091,37,6,4,8939220f02bffff>8939220f02fffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff
10,52,122,12.378,35,4,3,8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a8bffff>89392201a9bffff>89392201e67ffff>89392201e77ffff>89392201e0fffff>89392201e73ffff>89392201e47ffff>89392201e43ffff>89392201e4bffff>8939220ad97ffff>8939220ad83ffff>8939220ad93ffff>8939220132bffff>89392201323ffff>89392201333ffff>893922013abffff
10,53,121,12.775,36,3,2,8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff>89392200373ffff>89392200363ffff>8939220036bffff>89392201ca7ffff>89392201cafffff>89392201c37ffff>89392201dcbffff>89392201c27ffff>89392201d53ffff>89392201d5bffff>89392201d43ffff>89392201d4bffff>893922018b3ffff>893922018a3ffff>893922018abffff>89392201833ffff>8939220183bffff>8939220180fffff>89392201873ffff>8939220180bffff
10,54,118,11.928,34,5,3,8939220f167ffff>8939220f12bffff>8939220f177ffff>8939220f163ffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff
10,55,113,14.096,40,12,8,8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cfffff>8939220e01bffff>8939220e003ffff>8939220e007ffff>8939220e03bffff>8939220e033ffff>8939220e037ffff>8939220e1cbffff>8939220e1cfffff>8939220e157ffff>8939220e10bffff>8939220e11bffff>8939220e10bffff>8939220e103ffff>8939220e107ffff>8939220e117ffff
10,56,111,10.157,29,3,2,8939220ad77ffff>8939220ad67ffff>8939220ad6fffff>8939220a9d3ffff>8939220a9d7ffff>8939220a9c3ffff>8939220a9cfffff>8939220a957ffff>8939220a943ffff>8939220a94fffff>8939220abb7ffff>8939220a96bffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f00fffff>8939220f03bffff>8939220f077ffff>8939220f02bffff
10,57,108,12.741,36,3,2,8939220c697ffff>8939220c45bffff>8939220c443ffff>8939220c457ffff>8939220c41bffff>8939220c40bffff>8939220c403ffff>8939220c40fffff>8939220c43bffff>8939220c42bffff>8939220c093ffff>8939220c097ffff>8939220c083ffff>8939220c08fffff>8939220c013ffff>8939220c003ffff>8939220c00fffff>8939220c077ffff>8939220c067ffff>8939220c39bffff>8939220c38bffff>8939220c38fffff>8939220c3bbffff>8939220c3a3ffff>8939220c3b3ffff>8939220c3b7ffff>8939220c14fffff>8939220c17bffff>8939220c147ffff>8939220c173ffff>8939220c10bffff>8939220c10fffff>8939220c107ffff>8939220c13bffff>8939220c133ffff>8939220c1abffff
10,58,104,10.594,30,4,3,8939220f6afffff>8939220f6a7ffff>8939220f0dbffff>8939220f637ffff>8939220f627ffff>8939220f62fffff>8939220f297ffff>8939220f283ffff>8939220f28fffff>8939220f213ffff>8939220f21bffff>8939220f257ffff>8939220f247ffff>8939220f27bffff>8939220f26bffff>8939220d4d3ffff>8939220d4dbffff>89392208937ffff>89392208927ffff>8939220892fffff>8939220d693ffff>8939220d69bffff>8939220d6d7ffff>8939220d6c3ffff>8939220d6cbffff>89392208b37ffff>89392208b23ffff>89392208b33ffff>89392208b07ffff>89392208b03ffff
10,59,102,11.542,33,8,5,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f41bffff>8939220f457ffff>8939220f453ffff>8939220a927ffff>8939220a923ffff
10,60,101,13.538,38,3,2,8939220f0d7ffff>8939220f0c3ffff>8939220f0d3ffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a8bffff>89392201a9bffff>89392201e67ffff>89392201e77ffff>89392201e0fffff>89392201e03ffff>89392201e13ffff>89392201e8fffff>89392201e83ffff>89392201e87ffff>89392201e97ffff>89392201c5bffff>89392201c53ffff>89392201ccbffff>89392201cc3ffff>89392201cd3ffff>8939220026bffff>89392200263ffff
10,61,101,12.749,36,5,3,8939220f14bffff>8939220f3b3ffff>8939220f3bbffff>8939220f317ffff>8939220f307ffff>8939220f33bffff>8939220f377ffff>8939220f363ffff>8939220f36bffff>8939220d4b7ffff>8939220d4b3ffff>8939220d4a3ffff>8939220d4bbffff>8939220d4abffff>8939220d407ffff>8939220d40fffff>8939220d43bffff>8939220d477ffff>8939220d42bffff>8939220d467ffff>8939220d09bffff>8939220d083ffff>8939220d08bffff>8939220d08fffff>8939220d013ffff>8939220d017ffff>8939220d003ffff>8939220d00fffff>8939220d077ffff>8939220d063ffff>8939220d06fffff>8939220d3d3ffff>8939220d3c3ffff>8939220d3cbffff>8939220d353ffff>8939220d343ffff
10,62,87,14.248,40,3,2,8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>8939220184fffff>89392201847ffff>89392201873ffff>8939220180fffff>8939220183bffff>8939220182bffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff>89392200373ffff
10,63,78,11.648,33,3,2,8939220c403ffff>8939220c40fffff>8939220c43bffff>8939220c42bffff>8939220c093ffff>8939220c097ffff>8939220c083ffff>8939220c08fffff>8939220c013ffff>8939220c003ffff>8939220c00fffff>8939220c077ffff>8939220c067ffff>8939220c39bffff>8939220c38bffff>8939220c38fffff>8939220c3bbffff>8939220c3a3ffff>8939220c3b3ffff>8939220c3b7ffff>8939220c14fffff>8939220c17bffff>8939220c147ffff>8939220c173ffff>8939220c10bffff>8939220c10fffff>8939220c107ffff>8939220c13bffff>8939220c133ffff>8939220c1abffff>8939220c1afffff>8939220c137ffff>8939220c127ffff
10,64,76,11.3,32,7,5,8939220c697ffff>8939220c45bffff>8939220c443ffff>8939220c457ffff>8939220c41bffff>8939220c40bffff>8939220c403ffff>8939220c40fffff>8939220c43bffff>8939220c42bffff>8939220c093ffff>8939220c097ffff>8939220c083ffff>8939220c08fffff>8939220c013ffff>8939220c003ffff>8939220c00fffff>8939220c077ffff>8939220c067ffff>8939220c39bffff>8939220c38bffff>8939220c38fffff>8939220c3bbffff>8939220c3a3ffff>8939220c3b3ffff>8939220c3b7ffff>8939220c3a3ffff>8939220c3afffff>8939220c333ffff>8939220c323ffff>8939220c32bffff>8939220dd93ffff
10,65,73,10.572,30,3,2,8939220c4d3ffff>8939220c4dbffff>8939220f137ffff>8939220f123ffff>8939220f127ffff>8939220f12fffff>8939220c697ffff>8939220c693ffff>8939220c683ffff>8939220c69bffff>8939220c68bffff>8939220c6c7ffff>8939220c61bffff>8939220c657ffff>8939220c60bffff>8939220c647ffff>8939220c67bffff>8939220d5b7ffff>8939220d5a7ffff>8939220d5afffff>8939220d537ffff>8939220d523ffff>8939220d52fffff>8939220d197ffff>8939220d183ffff>8939220d18bffff>8939220d1c7ffff>8939220d1c3ffff>8939220d1cbffff>8939220d027ffff
10,66,71,13.793,39,4,3,8939220e66fffff>8939220e663ffff>8939220e67bffff>8939220e64fffff>8939220e64bffff>8939220f597ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201963ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
10,67,69,10.202,29,3,2,8939220f12fffff>8939220c697ffff>8939220c45bffff>8939220c443ffff>8939220c457ffff>8939220c41bffff>8939220c40bffff>8939220c403ffff>8939220c40fffff>8939220c43bffff>8939220c42bffff>8939220c093ffff>8939220c097ffff>8939220c083ffff>8939220c08fffff>8939220c013ffff>8939220c003ffff>8939220c00fffff>8939220c077ffff>8939220c067ffff>8939220c39bffff>8939220c38bffff>8939220c38fffff>8939220c3bbffff>8939220c3a3ffff>8939220c3b3ffff>8939220c3b7ffff>8939220c14fffff>8939220c147ffff
10,68,68,12.364,35,3,2,8939220f43bffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4bffff>89392200a4fffff>89392200a4bffff>89392200a43ffff>89392200a5bffff>89392201d27ffff>89392200acbffff>89392200adbffff>89392201da7ffff
10,69,65,10.146,29,5,3,8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0cbffff>8939220f0dbffff>8939220f6afffff>8939220f6abffff>8939220f617ffff>8939220f68fffff>8939220f613ffff>8939220f68bffff>8939220f6d7ffff>8939220f6d3ffff>8939220a96bffff>8939220abb7ffff>8939220a94fffff>8939220a947ffff>8939220a943ffff>8939220a957ffff>8939220a9cfffff>8939220a9c3ffff>8939220a9d7ffff>8939220a9d3ffff>8939220ad6fffff>8939220ad67ffff>8939220ad77ffff
10,70,64,13.812,39,5,3,8939220e66fffff>8939220e663ffff>8939220e67bffff>8939220e64fffff>8939220e64bffff>8939220f597ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4bffff>89392200a4fffff>89392200a43ffff>89392200a57ffff>89392200a1bffff>89392200ac7ffff>89392200a8bffff>89392200a8fffff>89392200a83ffff>89392200a87ffff>8939220084bffff>89392200843ffff>89392200857ffff>8939220081bffff>89392200813ffff>8939220088fffff
10,71,56,10.487,30,3,2,8939220a9cfffff>8939220a9c3ffff>8939220a9d7ffff>8939220a9d3ffff>8939220ad6fffff>8939220a99bffff>8939220a98bffff>8939220a98fffff>8939220a917ffff>8939220a9abffff>8939220a9afffff>8939220a937ffff>8939220f4cbffff>8939220f453ffff>8939220f457ffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff
10,72,52,13.459,38,3,2,8939220f43bffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4bffff>89392200a4fffff>89392200a43ffff>89392200a57ffff>89392200a1bffff>89392200ac7ffff>89392200a8bffff>89392200a8fffff>89392200a83ffff>89392200a87ffff>8939220084bffff>89392200843ffff
10,74,50,12.372,35,3,2,8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a8bffff>89392201a9bffff>89392201e67ffff>89392201e77ffff>89392201e0fffff>89392201e03ffff>89392201e13ffff>89392201e17ffff>89392201e8fffff>89392201e8bffff>89392201ec7ffff>89392201ec3ffff>89392201ed3ffff>89392201edbffff>893922013a7ffff>893922013a3ffff
10,75,48,10.95,31,3,2,89392201a63ffff>89392201a77ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>8939220184fffff>89392201847ffff>89392201873ffff>8939220180fffff>8939220183bffff>8939220182bffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff
